region,province,countryOfResidence,typeOfExercise,period,arrivals,presences
TUS,AR,Altri,EXTRHOT,2009,1163.0,6013.0
TUS,AR,Altri,EXTRHOT,2010,197.0,833.0
TUS,AR,Altri,EXTRHOT,2011,414.0,1250.0
TUS,AR,Altri,EXTRHOT,2012,209.0,830.0
TUS,AR,Altri,EXTRHOT,2013,42.0,310.0
TUS,AR,Altri,EXTRHOT,2014,42.0,164.0
TUS,AR,Altri,EXTRHOT,2015,54.0,288.0
TUS,AR,Altri,EXTRHOT,2016,66.0,336.0
TUS,AR,Altri,EXTRHOT,2017,1178.0,1865.0
TUS,AR,Altri,EXTRHOT,2018,2051.0,7873.0
TUS,AR,Altri,EXTRHOT,2019,2848.0,8922.0
TUS,AR,Altri,EXTRHOT,2020,1428.0,4763.0
TUS,AR,Altri,EXTRHOT,2021,2103.0,6940.0
TUS,AR,Altri,HOT,2009,3715.0,7963.0
TUS,AR,Altri,HOT,2010,3884.0,8876.0
TUS,AR,Altri,HOT,2011,2257.0,4018.0
TUS,AR,Altri,HOT,2012,664.0,1392.0
TUS,AR,Altri,HOT,2013,265.0,542.0
TUS,AR,Altri,HOT,2014,377.0,870.0
TUS,AR,Altri,HOT,2015,409.0,666.0
TUS,AR,Altri,HOT,2016,358.0,691.0
TUS,AR,Altri,HOT,2017,1418.0,2417.0
TUS,AR,Altri,HOT,2018,7126.0,10782.0
TUS,AR,Altri,HOT,2019,5513.0,8085.0
TUS,AR,Altri,HOT,2020,974.0,1710.0
TUS,AR,Altri,HOT,2021,957.0,2339.0
TUS,AR,Altri,TOT,2009,4878.0,13976.0
TUS,AR,Altri,TOT,2010,4081.0,9709.0
TUS,AR,Altri,TOT,2011,2671.0,5268.0
TUS,AR,Altri,TOT,2012,873.0,2222.0
TUS,AR,Altri,TOT,2013,307.0,852.0
TUS,AR,Altri,TOT,2014,419.0,1034.0
TUS,AR,Altri,TOT,2015,463.0,954.0
TUS,AR,Altri,TOT,2016,424.0,1027.0
TUS,AR,Altri,TOT,2017,2596.0,4282.0
TUS,AR,Altri,TOT,2018,9177.0,18655.0
TUS,AR,Altri,TOT,2019,8361.0,17007.0
TUS,AR,Altri,TOT,2020,2402.0,6473.0
TUS,AR,Altri,TOT,2021,3060.0,9279.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2012,16.0,87.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2013,20.0,215.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2014,26.0,176.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2015,5.0,15.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2016,21.0,112.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2017,11.0,26.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2018,8.0,27.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2019,1.0,2.0
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2020,,
TUS,AR,Altri Paesi Nordamericani,EXTRHOT,2021,,
TUS,AR,Altri Paesi Nordamericani,HOT,2012,2.0,2.0
TUS,AR,Altri Paesi Nordamericani,HOT,2013,7.0,31.0
TUS,AR,Altri Paesi Nordamericani,HOT,2014,19.0,48.0
TUS,AR,Altri Paesi Nordamericani,HOT,2015,10.0,19.0
TUS,AR,Altri Paesi Nordamericani,HOT,2016,31.0,63.0
TUS,AR,Altri Paesi Nordamericani,HOT,2017,50.0,171.0
TUS,AR,Altri Paesi Nordamericani,HOT,2018,1.0,2.0
TUS,AR,Altri Paesi Nordamericani,HOT,2019,2.0,2.0
TUS,AR,Altri Paesi Nordamericani,HOT,2020,2.0,2.0
TUS,AR,Altri Paesi Nordamericani,HOT,2021,,
TUS,AR,Altri Paesi Nordamericani,TOT,2012,18.0,89.0
TUS,AR,Altri Paesi Nordamericani,TOT,2013,27.0,246.0
TUS,AR,Altri Paesi Nordamericani,TOT,2014,45.0,224.0
TUS,AR,Altri Paesi Nordamericani,TOT,2015,15.0,34.0
TUS,AR,Altri Paesi Nordamericani,TOT,2016,52.0,175.0
TUS,AR,Altri Paesi Nordamericani,TOT,2017,61.0,197.0
TUS,AR,Altri Paesi Nordamericani,TOT,2018,9.0,29.0
TUS,AR,Altri Paesi Nordamericani,TOT,2019,3.0,4.0
TUS,AR,Altri Paesi Nordamericani,TOT,2020,2.0,2.0
TUS,AR,Altri Paesi Nordamericani,TOT,2021,,
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2009,67.0,361.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2010,25.0,105.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2011,38.0,95.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2012,144.0,538.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2013,79.0,827.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2014,161.0,1008.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2015,133.0,866.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2016,144.0,386.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2017,541.0,938.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2018,232.0,649.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2019,224.0,774.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2020,25.0,112.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",EXTRHOT,2021,101.0,717.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2009,402.0,839.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2010,568.0,1374.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2011,408.0,1090.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2012,419.0,1099.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2013,473.0,1326.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2014,558.0,1301.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2015,562.0,1579.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2016,567.0,3516.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2017,657.0,2556.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2018,597.0,1618.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2019,480.0,1359.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2020,78.0,251.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",HOT,2021,107.0,256.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2009,469.0,1200.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2010,593.0,1479.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2011,446.0,1185.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2012,563.0,1637.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2013,552.0,2153.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2014,719.0,2309.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2015,695.0,2445.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2016,711.0,3902.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2017,1198.0,3494.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2018,829.0,2267.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2019,704.0,2133.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2020,103.0,363.0
TUS,AR,"Altri Paesi del medio oriente (Arabia Saudita, Barhein, Emirati Arabi Uniti, Giordania, Irak, Iran, Kuwait, Oman, Quatar, Siria, Yemen)",TOT,2021,208.0,973.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2009,86.0,439.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2010,83.0,296.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2011,6.0,14.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2012,80.0,370.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2013,176.0,627.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2014,166.0,631.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2015,240.0,718.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2016,292.0,1258.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2017,384.0,1387.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2018,280.0,1208.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2019,273.0,861.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2020,63.0,305.0
TUS,AR,Altri Paesi dell'America centro-meridionale,EXTRHOT,2021,88.0,380.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2009,555.0,1471.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2010,473.0,968.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2011,124.0,271.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2012,361.0,657.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2013,642.0,1368.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2014,687.0,1847.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2015,727.0,1779.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2016,842.0,2301.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2017,831.0,1799.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2018,632.0,1303.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2019,644.0,1219.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2020,123.0,236.0
TUS,AR,Altri Paesi dell'America centro-meridionale,HOT,2021,231.0,504.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2009,641.0,1910.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2010,556.0,1264.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2011,130.0,285.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2012,441.0,1027.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2013,818.0,1995.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2014,853.0,2478.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2015,967.0,2497.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2016,1134.0,3559.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2017,1215.0,3186.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2018,912.0,2511.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2019,917.0,2080.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2020,186.0,541.0
TUS,AR,Altri Paesi dell'America centro-meridionale,TOT,2021,319.0,884.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2009,142.0,733.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2010,131.0,568.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2011,197.0,716.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2012,327.0,1331.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2013,264.0,1126.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2014,252.0,865.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2015,293.0,907.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2016,428.0,1189.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2017,376.0,1254.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2018,640.0,2620.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2019,645.0,1983.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2020,50.0,159.0
TUS,AR,Altri Paesi dell'Asia,EXTRHOT,2021,114.0,343.0
TUS,AR,Altri Paesi dell'Asia,HOT,2009,1656.0,4030.0
TUS,AR,Altri Paesi dell'Asia,HOT,2010,2669.0,5375.0
TUS,AR,Altri Paesi dell'Asia,HOT,2011,1990.0,4595.0
TUS,AR,Altri Paesi dell'Asia,HOT,2012,1495.0,4445.0
TUS,AR,Altri Paesi dell'Asia,HOT,2013,5976.0,14653.0
TUS,AR,Altri Paesi dell'Asia,HOT,2014,4400.0,10614.0
TUS,AR,Altri Paesi dell'Asia,HOT,2015,2234.0,5786.0
TUS,AR,Altri Paesi dell'Asia,HOT,2016,1764.0,4526.0
TUS,AR,Altri Paesi dell'Asia,HOT,2017,2218.0,3968.0
TUS,AR,Altri Paesi dell'Asia,HOT,2018,3036.0,5400.0
TUS,AR,Altri Paesi dell'Asia,HOT,2019,2230.0,4431.0
TUS,AR,Altri Paesi dell'Asia,HOT,2020,274.0,894.0
TUS,AR,Altri Paesi dell'Asia,HOT,2021,328.0,714.0
TUS,AR,Altri Paesi dell'Asia,TOT,2009,1798.0,4763.0
TUS,AR,Altri Paesi dell'Asia,TOT,2010,2800.0,5943.0
TUS,AR,Altri Paesi dell'Asia,TOT,2011,2187.0,5311.0
TUS,AR,Altri Paesi dell'Asia,TOT,2012,1822.0,5776.0
TUS,AR,Altri Paesi dell'Asia,TOT,2013,6240.0,15779.0
TUS,AR,Altri Paesi dell'Asia,TOT,2014,4652.0,11479.0
TUS,AR,Altri Paesi dell'Asia,TOT,2015,2527.0,6693.0
TUS,AR,Altri Paesi dell'Asia,TOT,2016,2192.0,5715.0
TUS,AR,Altri Paesi dell'Asia,TOT,2017,2594.0,5222.0
TUS,AR,Altri Paesi dell'Asia,TOT,2018,3676.0,8020.0
TUS,AR,Altri Paesi dell'Asia,TOT,2019,2875.0,6414.0
TUS,AR,Altri Paesi dell'Asia,TOT,2020,324.0,1053.0
TUS,AR,Altri Paesi dell'Asia,TOT,2021,442.0,1057.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2012,,
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2013,3.0,16.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2014,7.0,25.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2015,4.0,17.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2016,19.0,413.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2017,16.0,54.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2018,,
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2019,6.0,22.0
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2020,,
TUS,AR,Altri Paesi dell'Oceania,EXTRHOT,2021,1.0,7.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2012,,
TUS,AR,Altri Paesi dell'Oceania,HOT,2013,13.0,35.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2014,17.0,33.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2015,29.0,42.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2016,73.0,151.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2017,68.0,105.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2018,21.0,50.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2019,44.0,84.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2020,1.0,1.0
TUS,AR,Altri Paesi dell'Oceania,HOT,2021,8.0,10.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2012,,
TUS,AR,Altri Paesi dell'Oceania,TOT,2013,16.0,51.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2014,24.0,58.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2015,33.0,59.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2016,92.0,564.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2017,84.0,159.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2018,21.0,50.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2019,50.0,106.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2020,1.0,1.0
TUS,AR,Altri Paesi dell'Oceania,TOT,2021,9.0,17.0
TUS,AR,Altri paesi africani,EXTRHOT,2009,37.0,175.0
TUS,AR,Altri paesi africani,EXTRHOT,2010,29.0,127.0
TUS,AR,Altri paesi africani,EXTRHOT,2011,81.0,418.0
TUS,AR,Altri paesi africani,EXTRHOT,2012,62.0,910.0
TUS,AR,Altri paesi africani,EXTRHOT,2013,176.0,988.0
TUS,AR,Altri paesi africani,EXTRHOT,2014,103.0,405.0
TUS,AR,Altri paesi africani,EXTRHOT,2015,83.0,662.0
TUS,AR,Altri paesi africani,EXTRHOT,2016,70.0,702.0
TUS,AR,Altri paesi africani,EXTRHOT,2017,106.0,2402.0
TUS,AR,Altri paesi africani,EXTRHOT,2018,79.0,1370.0
TUS,AR,Altri paesi africani,EXTRHOT,2019,109.0,520.0
TUS,AR,Altri paesi africani,EXTRHOT,2020,37.0,987.0
TUS,AR,Altri paesi africani,EXTRHOT,2021,92.0,289.0
TUS,AR,Altri paesi africani,HOT,2009,306.0,476.0
TUS,AR,Altri paesi africani,HOT,2010,293.0,617.0
TUS,AR,Altri paesi africani,HOT,2011,373.0,867.0
TUS,AR,Altri paesi africani,HOT,2012,381.0,809.0
TUS,AR,Altri paesi africani,HOT,2013,470.0,1155.0
TUS,AR,Altri paesi africani,HOT,2014,397.0,1082.0
TUS,AR,Altri paesi africani,HOT,2015,504.0,1184.0
TUS,AR,Altri paesi africani,HOT,2016,574.0,1230.0
TUS,AR,Altri paesi africani,HOT,2017,613.0,1255.0
TUS,AR,Altri paesi africani,HOT,2018,315.0,892.0
TUS,AR,Altri paesi africani,HOT,2019,304.0,568.0
TUS,AR,Altri paesi africani,HOT,2020,66.0,180.0
TUS,AR,Altri paesi africani,HOT,2021,210.0,436.0
TUS,AR,Altri paesi africani,TOT,2009,343.0,651.0
TUS,AR,Altri paesi africani,TOT,2010,322.0,744.0
TUS,AR,Altri paesi africani,TOT,2011,454.0,1285.0
TUS,AR,Altri paesi africani,TOT,2012,443.0,1719.0
TUS,AR,Altri paesi africani,TOT,2013,646.0,2143.0
TUS,AR,Altri paesi africani,TOT,2014,500.0,1487.0
TUS,AR,Altri paesi africani,TOT,2015,587.0,1846.0
TUS,AR,Altri paesi africani,TOT,2016,644.0,1932.0
TUS,AR,Altri paesi africani,TOT,2017,719.0,3657.0
TUS,AR,Altri paesi africani,TOT,2018,394.0,2262.0
TUS,AR,Altri paesi africani,TOT,2019,413.0,1088.0
TUS,AR,Altri paesi africani,TOT,2020,103.0,1167.0
TUS,AR,Altri paesi africani,TOT,2021,302.0,725.0
TUS,AR,Altri paesi europei,EXTRHOT,2009,633.0,4233.0
TUS,AR,Altri paesi europei,EXTRHOT,2010,755.0,3256.0
TUS,AR,Altri paesi europei,EXTRHOT,2011,891.0,4028.0
TUS,AR,Altri paesi europei,EXTRHOT,2012,692.0,2645.0
TUS,AR,Altri paesi europei,EXTRHOT,2013,678.0,3000.0
TUS,AR,Altri paesi europei,EXTRHOT,2014,547.0,3191.0
TUS,AR,Altri paesi europei,EXTRHOT,2015,583.0,3408.0
TUS,AR,Altri paesi europei,EXTRHOT,2016,504.0,2483.0
TUS,AR,Altri paesi europei,EXTRHOT,2017,640.0,2563.0
TUS,AR,Altri paesi europei,EXTRHOT,2018,704.0,2865.0
TUS,AR,Altri paesi europei,EXTRHOT,2019,984.0,4718.0
TUS,AR,Altri paesi europei,EXTRHOT,2020,403.0,3085.0
TUS,AR,Altri paesi europei,EXTRHOT,2021,503.0,2092.0
TUS,AR,Altri paesi europei,HOT,2009,5055.0,16733.0
TUS,AR,Altri paesi europei,HOT,2010,4397.0,14309.0
TUS,AR,Altri paesi europei,HOT,2011,3055.0,7740.0
TUS,AR,Altri paesi europei,HOT,2012,2777.0,6508.0
TUS,AR,Altri paesi europei,HOT,2013,2115.0,4087.0
TUS,AR,Altri paesi europei,HOT,2014,2172.0,5564.0
TUS,AR,Altri paesi europei,HOT,2015,2402.0,6194.0
TUS,AR,Altri paesi europei,HOT,2016,2365.0,7035.0
TUS,AR,Altri paesi europei,HOT,2017,2769.0,8156.0
TUS,AR,Altri paesi europei,HOT,2018,2046.0,4292.0
TUS,AR,Altri paesi europei,HOT,2019,2403.0,7634.0
TUS,AR,Altri paesi europei,HOT,2020,1014.0,3256.0
TUS,AR,Altri paesi europei,HOT,2021,1136.0,2832.0
TUS,AR,Altri paesi europei,TOT,2009,5688.0,20966.0
TUS,AR,Altri paesi europei,TOT,2010,5152.0,17565.0
TUS,AR,Altri paesi europei,TOT,2011,3946.0,11768.0
TUS,AR,Altri paesi europei,TOT,2012,3469.0,9153.0
TUS,AR,Altri paesi europei,TOT,2013,2793.0,7087.0
TUS,AR,Altri paesi europei,TOT,2014,2719.0,8755.0
TUS,AR,Altri paesi europei,TOT,2015,2985.0,9602.0
TUS,AR,Altri paesi europei,TOT,2016,2869.0,9518.0
TUS,AR,Altri paesi europei,TOT,2017,3409.0,10719.0
TUS,AR,Altri paesi europei,TOT,2018,2750.0,7157.0
TUS,AR,Altri paesi europei,TOT,2019,3387.0,12352.0
TUS,AR,Altri paesi europei,TOT,2020,1417.0,6341.0
TUS,AR,Altri paesi europei,TOT,2021,1639.0,4924.0
TUS,AR,Argentina,EXTRHOT,2009,90.0,691.0
TUS,AR,Argentina,EXTRHOT,2010,112.0,462.0
TUS,AR,Argentina,EXTRHOT,2011,109.0,540.0
TUS,AR,Argentina,EXTRHOT,2012,177.0,607.0
TUS,AR,Argentina,EXTRHOT,2013,161.0,598.0
TUS,AR,Argentina,EXTRHOT,2014,155.0,532.0
TUS,AR,Argentina,EXTRHOT,2015,228.0,1174.0
TUS,AR,Argentina,EXTRHOT,2016,241.0,783.0
TUS,AR,Argentina,EXTRHOT,2017,320.0,1010.0
TUS,AR,Argentina,EXTRHOT,2018,446.0,2123.0
TUS,AR,Argentina,EXTRHOT,2019,408.0,2224.0
TUS,AR,Argentina,EXTRHOT,2020,65.0,417.0
TUS,AR,Argentina,EXTRHOT,2021,127.0,1826.0
TUS,AR,Argentina,HOT,2009,275.0,531.0
TUS,AR,Argentina,HOT,2010,328.0,683.0
TUS,AR,Argentina,HOT,2011,396.0,911.0
TUS,AR,Argentina,HOT,2012,440.0,1138.0
TUS,AR,Argentina,HOT,2013,543.0,1099.0
TUS,AR,Argentina,HOT,2014,590.0,1352.0
TUS,AR,Argentina,HOT,2015,626.0,1145.0
TUS,AR,Argentina,HOT,2016,658.0,1488.0
TUS,AR,Argentina,HOT,2017,663.0,1453.0
TUS,AR,Argentina,HOT,2018,573.0,1024.0
TUS,AR,Argentina,HOT,2019,715.0,1396.0
TUS,AR,Argentina,HOT,2020,70.0,165.0
TUS,AR,Argentina,HOT,2021,78.0,178.0
TUS,AR,Argentina,TOT,2009,365.0,1222.0
