region,province,countryOfResidence,typeOfExercise,period,arrivals,presences
TUS,AR,EXTR,HOT,2009-11,2463.0,6288.0
TUS,AR,EXTR,HOT,2009-12,2139.0,4869.0
TUS,AR,EXTR,HOT,2010,70903.0,178629.0
TUS,AR,EXTR,HOT,2010-01,1804.0,4023.0
TUS,AR,EXTR,HOT,2010-02,1801.0,4235.0
TUS,AR,EXTR,HOT,2010-03,2519.0,5854.0
TUS,AR,EXTR,HOT,2010-04,5197.0,12029.0
TUS,AR,EXTR,HOT,2010-05,9572.0,21870.0
TUS,AR,EXTR,HOT,2010-06,8071.0,20051.0
TUS,AR,EXTR,HOT,2010-07,9844.0,29763.0
TUS,AR,EXTR,HOT,2010-08,7539.0,20907.0
TUS,AR,EXTR,HOT,2010-09,11129.0,27682.0
TUS,AR,EXTR,HOT,2010-10,7219.0,18134.0
TUS,AR,EXTR,HOT,2010-11,2988.0,6636.0
TUS,AR,EXTR,HOT,2010-12,3220.0,7445.0
TUS,AR,EXTR,HOT,2011,74100.0,176806.0
TUS,AR,EXTR,HOT,2011-01,1734.0,3742.0
TUS,AR,EXTR,HOT,2011-02,1668.0,3595.0
TUS,AR,EXTR,HOT,2011-03,3148.0,6640.0
TUS,AR,EXTR,HOT,2011-04,6541.0,15267.0
TUS,AR,EXTR,HOT,2011-05,10197.0,21821.0
TUS,AR,EXTR,HOT,2011-06,9490.0,22686.0
TUS,AR,EXTR,HOT,2011-07,10070.0,24560.0
TUS,AR,EXTR,HOT,2011-08,7095.0,19136.0
TUS,AR,EXTR,HOT,2011-09,11171.0,27405.0
TUS,AR,EXTR,HOT,2011-10,7264.0,19347.0
TUS,AR,EXTR,HOT,2011-11,3026.0,7708.0
TUS,AR,EXTR,HOT,2011-12,2696.0,4899.0
TUS,AR,EXTR,HOT,2012,78472.0,189602.0
TUS,AR,EXTR,HOT,2012-01,1967.0,3933.0
TUS,AR,EXTR,HOT,2012-02,1757.0,3945.0
TUS,AR,EXTR,HOT,2012-03,4734.0,10512.0
TUS,AR,EXTR,HOT,2012-04,6411.0,15173.0
TUS,AR,EXTR,HOT,2012-05,10923.0,23200.0
TUS,AR,EXTR,HOT,2012-06,10232.0,24983.0
TUS,AR,EXTR,HOT,2012-07,10292.0,25133.0
TUS,AR,EXTR,HOT,2012-08,8440.0,23106.0
TUS,AR,EXTR,HOT,2012-09,11293.0,28229.0
TUS,AR,EXTR,HOT,2012-10,8112.0,20241.0
TUS,AR,EXTR,HOT,2012-11,2552.0,7016.0
TUS,AR,EXTR,HOT,2012-12,1759.0,4131.0
TUS,AR,EXTR,HOT,2013,102142.0,234314.0
TUS,AR,EXTR,HOT,2013-01,2297.0,5014.0
TUS,AR,EXTR,HOT,2013-02,1755.0,4146.0
TUS,AR,EXTR,HOT,2013-03,4189.0,9098.0
TUS,AR,EXTR,HOT,2013-04,7836.0,16958.0
TUS,AR,EXTR,HOT,2013-05,14806.0,29200.0
TUS,AR,EXTR,HOT,2013-06,14050.0,31157.0
